Date,High,Low,Open,Close,Volume,Adj Close
2010-03-12,15680.0,15420.0,15560.0,15560.0,9997950.0,12575.0576171875
2010-03-15,15660.0,15280.0,15640.0,15360.0,11156550.0,12413.421875
2010-03-16,15400.0,15160.0,15360.0,15300.0,16548150.0,12364.9365234375
2010-03-17,15960.0,15420.0,15440.0,15960.0,21840650.0,12898.322265625
2010-03-18,16140.0,15900.0,15900.0,15940.0,15393500.0,12882.1591796875
2010-03-19,16140.0,15960.0,16020.0,16080.0,10711200.0,12995.302734375
2010-03-22,16080.0,15840.0,16060.0,16020.0,9191800.0,12946.8125
2010-03-23,16300.0,16100.0,16140.0,16180.0,9923300.0,13076.1181640625
2010-03-24,16500.0,16260.0,16300.0,16380.0,15926950.0,13237.751953125
2010-03-25,16440.0,16180.0,16300.0,16380.0,9481650.0,13237.751953125
2010-03-26,16500.0,16240.0,16460.0,16400.0,10481650.0,13253.9140625
2010-03-29,16500.0,16200.0,16200.0,16360.0,7756350.0,13221.5908203125
2010-03-30,16580.0,16240.0,16540.0,16280.0,12042400.0,13156.9365234375
2010-03-31,16680.0,16260.0,16280.0,16360.0,21699800.0,13221.5908203125
2010-04-01,16900.0,16480.0,16520.0,16900.0,28068050.0,13657.9990234375
2010-04-02,17200.0,16820.0,16920.0,17140.0,20907050.0,13851.9580078125
2010-04-05,17400.0,17140.0,17220.0,17400.0,15201700.0,14062.083984375
2010-04-06,17500.0,17220.0,17480.0,17380.0,16494250.0,14045.9189453125
2010-04-07,17380.0,17040.0,17300.0,17180.0,19418550.0,13884.2861328125
2010-04-08,17260.0,17060.0,17140.0,17260.0,13447700.0,13948.94140625
2010-04-09,17320.0,16960.0,17280.0,17120.0,13757650.0,13835.794921875
2010-04-12,17200.0,16540.0,17180.0,16600.0,24897000.0,13415.548828125
2010-04-13,16680.0,16300.0,16680.0,16560.0,20446350.0,13383.220703125
2010-04-14,16940.0,16660.0,16700.0,16900.0,15369350.0,13657.9990234375
2010-04-15,17240.0,16880.0,17240.0,17100.0,18248400.0,13819.6357421875
2010-04-16,17160.0,16820.0,17100.0,16960.0,11003100.0,13706.490234375
2010-04-19,16800.0,16520.0,16740.0,16540.0,12357100.0,13367.05859375
2010-04-20,16640.0,16420.0,16540.0,16560.0,13571500.0,13383.220703125
2010-04-21,17060.0,16700.0,16760.0,17040.0,13200200.0,13771.142578125
2010-04-22,16980.0,16660.0,16980.0,16820.0,17161750.0,13593.34765625
2010-04-23,16960.0,16560.0,16960.0,16600.0,15442000.0,13415.548828125
2010-04-26,16840.0,16600.0,16700.0,16680.0,13009350.0,13480.2021484375
2010-04-27,16760.0,16540.0,16620.0,16700.0,13040500.0,13496.3671875
2010-04-28,16500.0,16360.0,16400.0,16500.0,16007500.0,13334.7314453125
2010-04-29,16620.0,16320.0,16600.0,16500.0,11337150.0,13334.7314453125
2010-04-30,17040.0,16540.0,16560.0,16980.0,22710850.0,13722.65234375
2010-05-03,16900.0,16540.0,16900.0,16580.0,14553900.0,13399.3857421875
2010-05-04,16860.0,16600.0,16800.0,16680.0,9138450.0,13480.2021484375
2010-05-06,16380.0,16200.0,16340.0,16280.0,22570150.0,13156.9365234375
2010-05-07,15980.0,15760.0,15960.0,15880.0,37887000.0,12833.669921875
2010-05-10,16100.0,15940.0,16000.0,16060.0,16435550.0,12979.1396484375
2010-05-11,16240.0,15820.0,16240.0,15820.0,22498000.0,12785.1796875
2010-05-12,15960.0,15640.0,15940.0,15780.0,15759500.0,12752.85546875
2010-05-13,16400.0,15940.0,15960.0,16260.0,15900650.0,13140.7734375
2010-05-14,16240.0,15980.0,16120.0,16200.0,14674300.0,13092.2861328125
2010-05-17,15980.0,15560.0,15960.0,15680.0,26460950.0,12672.0361328125
2010-05-18,15900.0,15680.0,15800.0,15840.0,18143800.0,12801.3427734375
2010-05-19,15700.0,15380.0,15700.0,15460.0,17987050.0,12494.240234375
2010-05-20,15440.0,15100.0,15300.0,15120.0,19772500.0,12219.4619140625
2010-05-24,15280.0,14880.0,14940.0,15160.0,17704300.0,12251.7919921875
2010-05-25,15120.0,14720.0,15000.0,14820.0,25489550.0,11977.017578125
2010-05-26,15380.0,14900.0,15200.0,15000.0,22943950.0,12122.4873046875
2010-05-27,15500.0,14820.0,14880.0,15440.0,22173500.0,12478.080078125
2010-05-28,15740.0,15340.0,15740.0,15560.0,22448950.0,12575.0576171875
2010-05-31,15620.0,15360.0,15440.0,15520.0,12774650.0,12542.7314453125
2010-06-01,15580.0,15300.0,15520.0,15360.0,11382350.0,12413.421875
2010-06-03,15680.0,15480.0,15600.0,15540.0,14649400.0,12558.8955078125
2010-06-04,15940.0,15480.0,15500.0,15860.0,12598850.0,12817.5068359375
2010-06-07,15740.0,15540.0,15580.0,15740.0,15161550.0,12720.5234375
2010-06-08,15960.0,15520.0,15700.0,15700.0,14499800.0,12688.1982421875
2010-06-09,15840.0,15320.0,15840.0,15400.0,17914950.0,12445.751953125
2010-06-10,15600.0,15420.0,15540.0,15460.0,17769350.0,12494.240234375
2010-06-11,15940.0,15660.0,15700.0,15940.0,18283050.0,12882.1591796875
2010-06-14,16180.0,15820.0,15820.0,16140.0,12094650.0,13043.7919921875
2010-06-15,16200.0,15960.0,16200.0,15960.0,9528550.0,12898.322265625
2010-06-16,16440.0,16180.0,16300.0,16380.0,18823500.0,13237.751953125
2010-06-17,16340.0,16200.0,16240.0,16340.0,11648800.0,13205.4267578125
2010-06-18,16500.0,16240.0,16500.0,16440.0,9579500.0,13286.2431640625
2010-06-21,16780.0,16500.0,16600.0,16600.0,14230700.0,13415.548828125
2010-06-22,16540.0,16260.0,16540.0,16320.0,14794100.0,13189.2607421875
2010-06-23,16220.0,16000.0,16220.0,16100.0,17489950.0,13011.46484375
2010-06-24,16460.0,16100.0,16160.0,16400.0,14152200.0,13253.9140625
2010-06-25,16200.0,16040.0,16180.0,16100.0,16982600.0,13011.46484375
2010-06-28,16160.0,15920.0,16100.0,15920.0,13026700.0,12865.9970703125
2010-06-29,16080.0,15740.0,16020.0,15840.0,12560000.0,12882.26171875
2010-06-30,15600.0,15400.0,15400.0,15480.0,26708450.0,12589.484375
2010-07-01,15600.0,15200.0,15580.0,15320.0,22206400.0,12459.359375
2010-07-02,15480.0,15260.0,15400.0,15340.0,11641100.0,12475.625
2010-07-05,15400.0,15220.0,15260.0,15340.0,9995600.0,12475.625
2010-07-06,15500.0,15100.0,15240.0,15500.0,17879550.0,12605.748046875
2010-07-07,15620.0,15300.0,15600.0,15380.0,16180150.0,12508.1572265625
2010-07-08,15680.0,15400.0,15660.0,15500.0,14752850.0,12605.748046875
2010-07-09,15920.0,15460.0,15580.0,15920.0,18605950.0,12947.32421875
2010-07-12,16040.0,15840.0,15980.0,16040.0,12597450.0,13044.9169921875
2010-07-13,16160.0,15880.0,15960.0,15920.0,15339650.0,12947.32421875
2010-07-14,16560.0,16260.0,16260.0,16480.0,33184600.0,13402.7587890625
2010-07-15,16500.0,16360.0,16500.0,16400.0,16063950.0,13337.6962890625
2010-07-16,16400.0,16040.0,16320.0,16040.0,16933400.0,13044.9169921875
2010-07-19,15980.0,15720.0,15720.0,15900.0,14586800.0,12931.060546875
2010-07-20,16040.0,15720.0,15900.0,15960.0,11578400.0,12979.8544921875
2010-07-21,16360.0,16120.0,16340.0,16340.0,16558800.0,13288.900390625
2010-07-22,16340.0,16020.0,16240.0,16160.0,15439550.0,13142.51171875
2010-07-23,16340.0,16140.0,16300.0,16220.0,14112800.0,13191.3056640625
2010-07-26,16400.0,16180.0,16260.0,16360.0,10617450.0,13305.1669921875
2010-07-27,16600.0,16420.0,16480.0,16580.0,19088350.0,13484.0869140625
2010-07-28,16800.0,16620.0,16640.0,16740.0,23248200.0,13614.2080078125
2010-07-29,16800.0,16480.0,16780.0,16540.0,14865300.0,13451.552734375
2010-07-30,16540.0,16200.0,16440.0,16200.0,16399000.0,13175.0400390625
2010-08-02,16360.0,16200.0,16340.0,16200.0,12455050.0,13175.0400390625
2010-08-03,16440.0,16300.0,16400.0,16300.0,13105950.0,13256.37109375
2010-08-04,16360.0,16120.0,16340.0,16120.0,10616650.0,13109.9794921875
2010-08-05,16360.0,16060.0,16220.0,16080.0,14028550.0,13077.4482421875
2010-08-06,16200.0,15980.0,16200.0,16020.0,12296750.0,13028.650390625
2010-08-09,16040.0,15960.0,15980.0,16040.0,9138150.0,13044.9169921875
2010-08-10,16080.0,15820.0,16000.0,15860.0,14060850.0,12898.5263671875
2010-08-11,15780.0,15540.0,15680.0,15580.0,17957900.0,12670.810546875
2010-08-12,15540.0,15300.0,15360.0,15320.0,21360650.0,12459.359375
2010-08-13,15640.0,15340.0,15400.0,15620.0,14274900.0,12703.341796875
2010-08-16,15660.0,15340.0,15460.0,15640.0,10280000.0,12719.607421875
2010-08-17,15660.0,15420.0,15540.0,15640.0,14476450.0,12719.607421875
2010-08-18,15700.0,15480.0,15680.0,15560.0,11715900.0,12654.544921875
2010-08-19,15780.0,15540.0,15580.0,15780.0,12179900.0,12833.46484375
2010-08-20,15720.0,15540.0,15600.0,15680.0,12330600.0,12752.138671875
2010-08-23,15820.0,15640.0,15720.0,15800.0,9081550.0,12849.7294921875
2010-08-24,15720.0,15500.0,15700.0,15660.0,11365400.0,12735.8720703125
2010-08-25,15560.0,15440.0,15520.0,15440.0,9263250.0,12556.9560546875
2010-08-26,15660.0,15400.0,15440.0,15460.0,10440100.0,12573.2197265625
2010-08-27,15440.0,15300.0,15300.0,15320.0,12748200.0,12459.359375
2010-08-30,15560.0,15440.0,15500.0,15520.0,6984450.0,12622.0146484375
2010-08-31,15440.0,15120.0,15320.0,15120.0,22051950.0,12296.7041015625
2010-09-01,15260.0,15000.0,15240.0,15040.0,19451700.0,12231.6455078125
2010-09-02,15240.0,14980.0,15200.0,15180.0,18271500.0,12345.501953125
2010-09-03,15280.0,15120.0,15220.0,15220.0,22082500.0,12378.03515625
2010-09-06,15600.0,15360.0,15440.0,15600.0,19708650.0,12687.0751953125
2010-09-07,15800.0,15500.0,15660.0,15760.0,16036000.0,12817.19921875
2010-09-08,15620.0,15420.0,15520.0,15420.0,10954600.0,12540.6875
2010-09-09,15480.0,15120.0,15340.0,15120.0,30825400.0,12296.7041015625
2010-09-10,15440.0,15140.0,15200.0,15320.0,13989000.0,12459.359375
2010-09-13,15520.0,15320.0,15400.0,15400.0,11741050.0,12524.4228515625
2010-09-14,15620.0,15200.0,15500.0,15200.0,18559950.0,12361.7666015625
2010-09-15,15340.0,15020.0,15260.0,15140.0,19441850.0,12312.9716796875
2010-09-16,15260.0,15080.0,15080.0,15140.0,11734100.0,12312.9716796875
2010-09-17,15560.0,15160.0,15240.0,15460.0,22369300.0,12573.2197265625
2010-09-20,15600.0,15400.0,15480.0,15600.0,14807550.0,12687.0751953125
2010-09-24,15600.0,15160.0,15580.0,15240.0,32766800.0,12394.2998046875
2010-09-27,15360.0,15040.0,15300.0,15100.0,25107150.0,12280.4404296875
2010-09-28,15120.0,14900.0,15100.0,14900.0,23315700.0,12117.78515625
2010-09-29,15500.0,15000.0,15060.0,15440.0,35348050.0,12556.9560546875
2010-09-30,15580.0,15340.0,15440.0,15540.0,16855500.0,12638.2802734375
2010-10-01,15560.0,15380.0,15440.0,15540.0,14805750.0,12638.2802734375
2010-10-04,15620.0,15480.0,15600.0,15600.0,12835350.0,12687.0751953125
2010-10-05,15580.0,15420.0,15440.0,15460.0,14300150.0,12573.2197265625
2010-10-06,15880.0,15520.0,15560.0,15860.0,23555150.0,12898.5263671875
2010-10-07,15660.0,15380.0,15580.0,15400.0,25542150.0,12524.4228515625
2010-10-08,15320.0,15060.0,15260.0,15160.0,27125750.0,12329.2333984375
2010-10-11,15260.0,15060.0,15240.0,15060.0,18784450.0,12247.91015625
2010-10-12,15120.0,14920.0,15040.0,14920.0,18391350.0,12134.0517578125
2010-10-13,15040.0,14860.0,15040.0,14880.0,20414700.0,12101.5205078125
2010-10-14,15060.0,14840.0,15060.0,15000.0,26710000.0,12199.1142578125
2010-10-15,15120.0,14900.0,15000.0,15080.0,24686150.0,12264.17578125
2010-10-18,15240.0,14960.0,15140.0,15020.0,13804400.0,12215.3779296875
2010-10-19,15020.0,14820.0,15000.0,14820.0,19450000.0,12052.724609375
2010-10-20,14980.0,14700.0,14800.0,14900.0,18474100.0,12117.78515625
2010-10-21,15300.0,14820.0,14900.0,15300.0,28370400.0,12443.0927734375
2010-10-22,15540.0,15340.0,15460.0,15540.0,20425550.0,12638.2802734375
2010-10-25,15580.0,15340.0,15460.0,15420.0,12353450.0,12540.6875
2010-10-26,15420.0,15160.0,15360.0,15260.0,15629050.0,12410.5673828125
2010-10-27,15300.0,15020.0,15160.0,15060.0,16732750.0,12247.91015625
2010-10-28,15300.0,15060.0,15200.0,15280.0,14631600.0,12426.828125
2010-10-29,15300.0,14900.0,15280.0,14900.0,23060950.0,12117.78515625
2010-11-01,15060.0,14860.0,15060.0,14940.0,14837800.0,12150.3154296875
2010-11-02,14960.0,14740.0,14940.0,14800.0,16536700.0,12036.45703125
2010-11-03,14980.0,14780.0,14800.0,14800.0,17874950.0,12036.45703125
2010-11-04,15280.0,14900.0,14940.0,15260.0,27312500.0,12410.5673828125
2010-11-05,15800.0,15500.0,15600.0,15520.0,35165050.0,12622.0146484375
2010-11-08,15760.0,15520.0,15700.0,15560.0,13961400.0,12654.544921875
2010-11-09,15680.0,15340.0,15680.0,15480.0,12801650.0,12589.484375
2010-11-10,15800.0,15500.0,15600.0,15800.0,21088000.0,12849.7294921875
2010-11-11,15980.0,15340.0,15860.0,15340.0,44525300.0,12475.625
2010-11-12,15800.0,15460.0,15680.0,15560.0,28325650.0,12654.544921875
2010-11-15,16300.0,15700.0,15720.0,16160.0,35892450.0,13142.51171875
2010-11-16,16400.0,16000.0,16280.0,16220.0,29475050.0,13191.3056640625
2010-11-17,16080.0,15900.0,16020.0,15900.0,17123100.0,12931.060546875
2010-11-18,16100.0,15860.0,15940.0,15980.0,13296000.0,12996.12109375
2010-11-19,16380.0,16000.0,16160.0,16360.0,19355150.0,13305.1669921875
2010-11-22,16960.0,16360.0,16400.0,16960.0,36057400.0,13793.1298828125
2010-11-23,17020.0,16680.0,17000.0,16800.0,18280200.0,13663.0068359375
2010-11-24,17040.0,16500.0,16520.0,17020.0,31792000.0,13841.9267578125
2010-11-25,17060.0,16760.0,17060.0,16900.0,18359500.0,13744.3349609375
2010-11-26,16980.0,16640.0,16960.0,16740.0,15679300.0,13614.2080078125
2010-11-29,16920.0,16620.0,16700.0,16720.0,15401050.0,13597.9453125
2010-11-30,16920.0,16520.0,16640.0,16520.0,21205500.0,13435.287109375
2010-12-01,16560.0,16280.0,16480.0,16400.0,18777150.0,13337.6962890625
2010-12-02,17180.0,16500.0,16560.0,17180.0,30608400.0,13972.05078125
2010-12-03,17940.0,17340.0,17400.0,17880.0,39373850.0,14541.341796875
2010-12-06,17980.0,17700.0,17800.0,17800.0,16837550.0,14476.2841796875
2010-12-07,18420.0,17700.0,17740.0,18020.0,24906050.0,14655.2001953125
2010-12-08,18200.0,17740.0,18060.0,17760.0,16803250.0,14443.75
2010-12-09,18360.0,17680.0,17700.0,18340.0,29422050.0,14915.4482421875
2010-12-10,18380.0,18140.0,18300.0,18380.0,12757050.0,14947.98046875
2010-12-13,18640.0,18320.0,18380.0,18600.0,15359300.0,15126.8984375
2010-12-14,18740.0,18420.0,18740.0,18580.0,22126100.0,15110.634765625
2010-12-15,18500.0,18200.0,18500.0,18320.0,16449400.0,14899.181640625
2010-12-16,18380.0,18160.0,18160.0,18220.0,11684200.0,14817.85546875
2010-12-17,18580.0,18240.0,18280.0,18520.0,17297200.0,15061.837890625
2010-12-20,18640.0,18280.0,18340.0,18640.0,16911750.0,15159.427734375
2010-12-21,18800.0,18500.0,18620.0,18720.0,12599300.0,15224.4912109375
2010-12-22,19060.0,18720.0,18780.0,18780.0,16626800.0,15273.2900390625
2010-12-23,18760.0,18500.0,18720.0,18720.0,10985500.0,15224.4912109375
2010-12-24,18780.0,18500.0,18780.0,18500.0,8471650.0,15045.572265625
2010-12-27,18600.0,18300.0,18500.0,18440.0,10524200.0,14996.7763671875
2010-12-28,19000.0,18520.0,18560.0,18760.0,15650700.0,15257.0244140625
2010-12-29,19020.0,18640.0,18700.0,18900.0,11918900.0,15453.25390625
2010-12-30,19040.0,18840.0,18840.0,18980.0,9181500.0,15518.6689453125
2011-01-03,19320.0,19000.0,19100.0,19160.0,13241050.0,15665.8447265625
2011-01-04,19220.0,18980.0,19120.0,19160.0,13713100.0,15665.8447265625
2011-01-05,19100.0,18840.0,19100.0,18840.0,16787500.0,15404.19921875
2011-01-06,18980.0,18460.0,18840.0,18600.0,19360400.0,15207.966796875
2011-01-07,18580.0,18280.0,18300.0,18420.0,23139800.0,15060.7939453125
2011-01-10,18560.0,18180.0,18360.0,18340.0,18326750.0,14995.376953125
2011-01-11,18440.0,18160.0,18340.0,18260.0,19550800.0,14929.9716796875
2011-01-12,18660.0,18280.0,18280.0,18600.0,20555800.0,15207.966796875
2011-01-13,18980.0,18340.0,18980.0,18440.0,28239850.0,15077.1474609375
2011-01-14,18680.0,18300.0,18560.0,18660.0,15382350.0,15257.0244140625
2011-01-17,19020.0,18800.0,18900.0,18980.0,20582100.0,15518.6689453125
2011-01-18,19620.0,18980.0,19000.0,19380.0,29631350.0,15845.71484375
2011-01-19,20000.0,19320.0,19580.0,19940.0,33343200.0,16303.59375
2011-01-20,19800.0,19580.0,19740.0,19640.0,15244400.0,16058.3056640625
2011-01-21,19680.0,19400.0,19520.0,19420.0,16666400.0,15878.4287109375
2011-01-24,19660.0,19320.0,19360.0,19420.0,13609350.0,15878.4287109375
2011-01-25,19800.0,19420.0,19440.0,19500.0,13970550.0,15943.833984375
2011-01-26,19980.0,19600.0,19700.0,19960.0,13352500.0,16319.9482421875
2011-01-27,20040.0,19820.0,19900.0,19880.0,15367000.0,16254.533203125
2011-01-28,20280.0,19800.0,19960.0,20200.0,19118950.0,16516.177734375
2011-01-31,20200.0,19620.0,20180.0,19620.0,21411900.0,16041.94921875
2011-02-01,19900.0,19580.0,19640.0,19660.0,13468450.0,16074.6572265625
2011-02-07,20080.0,19440.0,20040.0,19440.0,24252200.0,15894.7763671875
2011-02-08,19480.0,19180.0,19400.0,19220.0,30483500.0,15714.90234375
2011-02-09,19460.0,19020.0,19460.0,19200.0,20984650.0,15698.541015625
2011-02-10,19300.0,18700.0,19200.0,18720.0,30669300.0,15306.0791015625
2011-02-11,18860.0,18260.0,18700.0,18300.0,26489900.0,14962.677734375
2011-02-14,19100.0,18500.0,18560.0,19060.0,19565800.0,15584.0732421875
2011-02-15,19400.0,18940.0,19260.0,19160.0,18105800.0,15665.8447265625
2011-02-16,19400.0,18900.0,19040.0,18900.0,15182650.0,15453.25390625
2011-02-17,19260.0,18860.0,19060.0,19080.0,14348550.0,15600.427734375
2011-02-18,19320.0,19140.0,19300.0,19200.0,10253850.0,15698.541015625
2011-02-21,19300.0,18840.0,19280.0,18960.0,13750850.0,15502.3154296875
2011-02-22,18960.0,18680.0,18780.0,18760.0,12181550.0,15338.7880859375
2011-02-23,18820.0,18500.0,18500.0,18600.0,17193000.0,15207.966796875
2011-02-24,18680.0,18400.0,18520.0,18580.0,18110900.0,15191.61328125
2011-02-25,18660.0,18460.0,18560.0,18520.0,15181200.0,15142.55078125
2011-02-28,18680.0,18400.0,18400.0,18460.0,16274800.0,15093.494140625
2011-03-02,18460.0,18240.0,18280.0,18360.0,16134300.0,15011.734375
2011-03-03,18540.0,18320.0,18380.0,18460.0,18074200.0,15093.494140625
2011-03-04,18900.0,18540.0,18680.0,18900.0,18569150.0,15453.25390625
2011-03-07,18860.0,18120.0,18860.0,18120.0,31883600.0,14815.5009765625
2011-03-08,18240.0,17880.0,18220.0,17980.0,24905400.0,14701.03125
2011-03-09,18160.0,17640.0,18120.0,17800.0,26296300.0,14553.861328125
2011-03-10,17680.0,17320.0,17580.0,17320.0,41630200.0,14161.3955078125
2011-03-11,17520.0,17200.0,17220.0,17240.0,26884000.0,14095.982421875
2011-03-14,18020.0,17060.0,17600.0,18000.0,33325000.0,14717.390625
2011-03-15,18040.0,17120.0,18020.0,17200.0,36313200.0,14063.27734375
2011-03-16,17900.0,17440.0,17700.0,17720.0,39939050.0,14488.4482421875
2011-03-17,17800.0,17360.0,17560.0,17800.0,22505200.0,14553.861328125
2011-03-18,17900.0,17660.0,17840.0,17820.0,19166050.0,14570.212890625
2011-03-21,17980.0,17680.0,17820.0,17800.0,14473500.0,14553.861328125
2011-03-22,17940.0,17400.0,17840.0,17500.0,21810300.0,14308.572265625
2011-03-23,17600.0,17180.0,17600.0,17460.0,25229000.0,14275.8662109375
2011-03-24,17760.0,17480.0,17600.0,17600.0,15392550.0,14390.3291015625
2011-03-25,18200.0,17800.0,17840.0,18200.0,31078100.0,14880.9140625
2011-03-28,18440.0,18180.0,18300.0,18320.0,15890200.0,14979.0283203125
2011-03-29,18320.0,18000.0,18140.0,18320.0,17204100.0,14979.0283203125
2011-03-30,18580.0,18320.0,18320.0,18520.0,20685150.0,15142.55078125
2011-03-31,18720.0,18420.0,18720.0,18640.0,26376550.0,15240.669921875
2011-04-01,18800.0,18540.0,18720.0,18800.0,22471700.0,15371.4921875
2011-04-04,18900.0,18780.0,18800.0,18900.0,16716750.0,15453.25390625
2011-04-05,18960.0,18700.0,18960.0,18900.0,11922000.0,15453.25390625
2011-04-06,18840.0,18300.0,18800.0,18460.0,27471850.0,15093.494140625
2011-04-07,18700.0,18100.0,18500.0,18180.0,21781250.0,14864.560546875
2011-04-08,18280.0,17900.0,18220.0,17960.0,25983450.0,14684.6845703125
2011-04-11,18140.0,17760.0,17960.0,17880.0,20582800.0,14619.26953125
2011-04-12,17800.0,17640.0,17720.0,17640.0,15766950.0,14423.0400390625
2011-04-13,18020.0,17600.0,17740.0,18020.0,16627750.0,14733.73828125
2011-04-14,18000.0,17680.0,18000.0,18000.0,25265700.0,14717.390625
2011-04-15,17980.0,17640.0,17960.0,17760.0,22274750.0,14521.1572265625
2011-04-18,17840.0,17320.0,17820.0,17340.0,27418700.0,14177.7470703125
2011-04-19,17500.0,17060.0,17060.0,17500.0,23078650.0,14308.572265625
2011-04-20,18320.0,17720.0,17780.0,18320.0,32044250.0,14979.0283203125
2011-04-21,18740.0,18360.0,18600.0,18560.0,27071850.0,15175.2626953125
2011-04-22,18540.0,18040.0,18480.0,18080.0,18825450.0,14782.7939453125
2011-04-25,18220.0,17780.0,18020.0,17780.0,14338950.0,14537.50390625
2011-04-26,17980.0,17600.0,17980.0,17940.0,19174650.0,14668.3271484375
2011-04-27,18540.0,18220.0,18340.0,18480.0,26379400.0,15109.849609375
2011-04-28,18540.0,17980.0,18480.0,18000.0,20803400.0,14717.390625
2011-04-29,18160.0,17600.0,18020.0,17860.0,21415000.0,14602.91796875
2011-05-02,18740.0,18080.0,18200.0,18640.0,32544850.0,15240.669921875
2011-05-03,18800.0,18440.0,18720.0,18760.0,25366500.0,15338.7880859375
2011-05-04,18680.0,18000.0,18600.0,18300.0,25769850.0,14962.677734375
2011-05-06,18280.0,17900.0,17980.0,17980.0,23637450.0,14701.03125
2011-05-09,18220.0,17820.0,18160.0,17820.0,13543350.0,14570.212890625
2011-05-11,17900.0,17640.0,17780.0,17840.0,22363750.0,14586.564453125
2011-05-12,18020.0,17660.0,17720.0,17700.0,27616100.0,14472.09765625
2011-05-13,18480.0,17800.0,17920.0,18320.0,33438000.0,14979.0283203125
2011-05-16,18380.0,17960.0,18340.0,18020.0,16123700.0,14733.73828125
2011-05-17,17960.0,17780.0,17940.0,17800.0,11549950.0,14553.861328125
2011-05-18,17980.0,17720.0,17860.0,17860.0,16579300.0,14602.91796875
2011-05-19,17960.0,17600.0,17820.0,17600.0,19345200.0,14390.3291015625
2011-05-20,17740.0,17600.0,17700.0,17640.0,11069950.0,14423.0400390625
